age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Mortgage
21,0,21,1,0,0,0,66,41311,4,14,24,0,1,0,0,14,18,0.0,0
30,0,30,0,0,0,0,39,32742,3,12,24,5,0,2,1,13,47,9.192,0
42,11,42,1,0,0,0,71,34325,7,27,36,0,2,3,1,9,19,8.959,1
61,32,61,1,0,0,0,49,54918,5,11,24,3,0,5,3,9,40,11.731,0
33,4,33,1,0,0,0,41,45138,7,10,12,4,2,0,0,8,50,0.0,1
26,0,26,1,0,0,0,54,37980,5,-4,0,2,0,0,0,17,28,0.0,0
39,10,39,0,0,0,0,50,55557,5,31,36,3,1,0,0,12,37,0.0,0
31,1,31,0,0,0,0,62,42377,2,21,24,1,0,3,2,10,27,12.776,0
46,19,46,1,0,0,0,50,54896,4,-3,0,3,1,1,0,16,33,0.0,0
36,7,36,1,0,0,1,51,50809,4,13,24,3,5,0,29,6,42,35.786,1
52,20,52,1,0,0,0,44,48302,2,31,36,4,0,4,1,14,41,8.169,0
49,20,49,0,0,0,0,67,70074,1,34,36,0,0,4,2,10,22,8.684,0
49,22,49,0,0,0,0,54,47057,5,-4,0,2,0,0,0,12,33,0.0,0
28,2,28,1,0,0,0,57,32046,6,12,24,2,0,2,1,13,29,10.989,0
35,7,35,1,0,0,0,54,30387,3,15,24,2,3,0,0,9,35,0.0,0
43,11,43,1,0,0,0,63,55285,3,26,36,1,0,0,0,10,25,0.0,0
47,17,47,1,0,0,0,54,46023,5,36,48,2,1,0,0,16,28,0.0,0
34,2,34,0,0,0,0,54,40723,5,-4,0,2,1,0,0,7,37,0.0,0
28,0,28,1,0,0,0,59,48020,3,29,36,2,0,2,1,10,29,12.572,0
33,2,33,0,0,0,0,56,48211,5,9,12,2,4,1,1,18,24,11.332,1
55,26,55,0,0,0,0,73,44668,1,15,24,0,2,0,0,14,12,0.0,0
41,8,41,0,0,0,0,46,38060,5,13,24,3,3,0,0,12,40,0.0,1
38,11,38,0,0,0,0,60,46466,2,23,36,1,1,0,0,7,32,0.0,0
61,29,61,0,0,0,0,58,54186,2,20,24,2,0,0,0,11,29,0.0,0
35,0,35,1,0,0,0,53,47309,6,40,48,2,2,5,2,10,35,11.789,0
40,9,40,1,0,0,0,45,37965,5,8,12,4,0,0,0,21,33,0.0,0
43,16,43,0,0,0,0,63,46582,7,12,24,1,1,3,2,11,24,12.56,0
52,24,52,0,0,0,0,61,41265,4,30,36,1,0,0,0,9,29,0.0,0
60,32,60,1,0,0,0,44,49037,1,12,24,4,0,4,2,16,39,11.181,0
26,0,26,0,0,0,0,44,44414,7,7,12,4,1,2,1,12,42,7.756,0
37,10,37,0,0,0,0,60,55291,5,25,36,1,4,0,0,7,32,0.0,1
52,24,52,0,0,0,0,71,44364,5,20,24,0,2,0,0,10,17,0.0,0
52,19,52,0,0,0,0,64,49859,3,23,36,0,4,0,0,12,22,0.0,1
25,0,25,1,0,0,0,54,26059,7,31,36,2,0,4,1,15,29,10.486,0
45,18,45,1,0,0,0,50,38152,3,22,24,3,0,1,1,8,40,8.824,0
50,21,50,1,0,0,0,66,34976,1,18,24,0,1,4,2,10,23,8.825,0
37,7,37,0,0,0,0,60,49211,6,-3,0,1,1,0,0,11,27,0.0,0
62,34,62,1,0,0,0,49,38007,4,33,36,3,1,0,0,5,45,0.0,0
62,33,62,1,0,0,0,44,38107,5,19,24,4,0,0,0,10,44,0.0,0
67,37,67,0,0,0,0,71,52695,3,-1,0,0,0,1,0,10,17,0.0,0
70,42,70,1,0,0,0,51,40732,2,31,36,3,1,0,0,5,42,0.0,0
48,22,48,0,0,0,0,57,45691,5,21,24,2,2,0,0,17,25,0.0,0
45,19,45,1,0,0,0,59,52507,2,-2,0,1,2,0,0,12,28,0.0,0
25,0,25,0,0,1,0,55,26972,3,24,36,2,0,0,0,11,32,0.0,0
48,24,48,1,0,0,0,54,25647,1,21,24,2,2,1,1,14,30,10.982,0
25,0,25,1,0,0,0,52,50090,4,26,36,3,2,0,0,14,32,0.0,0
19,0,19,1,0,0,0,43,50552,7,25,36,4,1,4,22,9,47,28.983,0
54,26,54,1,0,0,0,51,62772,2,29,36,3,4,2,2,20,28,10.866,0
71,41,71,0,0,0,0,67,38016,6,9,12,0,0,0,0,12,20,0.0,0
30,3,30,1,0,0,0,44,25821,4,12,24,4,0,2,1,14,41,9.394,0
39,6,39,1,0,0,0,54,55001,4,-6,0,2,3,0,0,8,36,0.0,1
42,12,42,1,0,0,0,64,31347,7,17,24,1,0,5,3,14,21,9.857,0
16,0,16,1,0,0,0,52,39886,2,17,24,3,6,0,0,6,41,0.0,1
37,6,37,0,0,1,0,31,40319,4,32,36,6,3,4,2,13,54,12.68,1
28,0,28,1,0,0,0,57,42376,2,15,24,2,1,1,1,10,31,8.056,0
36,5,36,0,0,0,0,63,26963,5,-4,0,1,0,0,0,5,31,0.0,0
49,17,49,1,0,0,0,64,38005,7,7,12,0,0,0,0,12,23,0.0,0
18,0,18,0,0,0,0,52,31872,7,-5,0,3,1,0,0,15,32,0.0,0
23,0,23,0,0,0,0,69,56676,4,22,24,0,0,6,13,10,20,20.332,0
80,52,80,0,0,0,0,46,50126,5,40,48,4,0,0,0,12,40,0.0,0
82,52,82,0,0,0,0,42,37944,3,18,24,4,1,4,3,14,43,11.005,0
36,3,36,0,0,0,0,49,48048,4,-4,0,3,0,0,0,12,37,0.0,0
49,23,49,0,0,0,0,50,50216,2,34,36,3,0,4,1,8,40,8.82,0
26,0,26,1,0,0,0,23,46019,3,40,48,7,2,3,1,20,55,8.302,1
35,5,35,1,0,0,0,57,45682,6,29,36,2,0,4,2,9,32,9.211,0
25,0,25,1,0,0,0,31,53958,2,37,48,6,1,0,0,7,61,0.0,0
46,16,46,0,0,0,0,60,28966,6,23,36,1,3,2,1,6,32,8.822,1
45,15,45,0,0,0,0,65,42320,4,22,24,0,1,3,2,17,16,9.751,0
44,15,44,0,0,0,0,40,37507,6,29,36,5,0,4,2,15,44,11.06,0
58,25,58,0,0,0,0,54,39892,6,14,24,2,1,0,0,12,32,0.0,0
34,1,34,1,0,0,0,57,36252,4,18,24,2,0,0,0,6,35,0.0,0
33,6,33,0,0,0,0,48,37861,5,29,36,3,0,2,1,17,34,7.499,0
35,5,35,0,0,0,0,46,34040,6,27,36,4,1,0,0,14,38,0.0,0
36,10,36,1,0,0,0,63,43866,4,14,24,1,1,0,0,8,27,0.0,0
30,0,30,1,0,0,0,58,33124,4,8,12,2,0,0,0,6,35,0.0,0
49,16,49,0,0,0,0,46,35917,5,33,36,4,1,4,3,14,38,11.1,0
27,0,27,1,0,0,0,45,52585,3,13,24,4,0,0,0,9,44,0.0,0
53,23,53,0,0,0,0,60,26957,2,-5,0,1,0,0,0,12,27,0.0,0
38,10,38,0,0,0,0,56,52472,2,15,24,2,0,2,1,10,32,12.599,0
61,33,61,0,0,0,0,59,48017,5,10,12,1,0,4,16,18,21,23.75,0
18,0,18,0,0,0,0,54,54611,4,21,24,2,1,0,0,10,34,0.0,0
38,7,38,1,0,0,0,46,51747,6,25,36,4,1,0,0,16,37,0.0,0
39,12,39,1,0,0,0,56,48713,2,34,36,2,1,0,0,8,35,0.0,0
45,13,45,1,0,0,0,56,51486,4,8,12,2,0,3,3,14,28,9.695,0
45,16,45,0,0,1,0,25,36348,4,12,24,7,0,0,0,20,53,0.0,0
30,3,30,0,0,0,0,54,30986,7,24,36,2,0,2,2,11,33,12.319,0
43,16,43,1,0,0,0,52,43272,5,40,48,2,1,2,30,18,29,37.22,0
23,0,23,0,0,0,0,55,54420,2,29,36,2,0,2,1,11,33,7.891,0
46,15,46,1,0,0,0,43,46877,7,31,36,4,2,0,0,22,34,0.0,1
38,8,38,1,0,0,0,63,44769,3,31,36,1,7,3,1,7,28,8.832,1
59,26,59,1,0,0,0,59,32409,3,-1,0,1,3,0,0,17,23,0.0,0
40,8,40,1,0,0,0,47,22915,2,39,48,4,2,4,2,19,33,8.976,0
68,41,68,1,0,0,0,54,40199,4,39,48,2,0,4,1,8,37,12.691,0
40,10,40,1,0,0,0,69,42418,2,19,24,0,0,1,1,6,24,12.982,0
26,0,26,0,0,0,0,72,28289,5,9,12,0,0,4,2,9,18,8.899,0
58,28,58,1,0,0,0,48,43705,2,11,24,3,0,0,0,16,34,0.0,0
22,0,22,0,0,0,0,42,30024,2,22,24,4,1,3,1,14,43,8.969,0
40,10,40,0,0,0,0,48,45537,6,17,24,4,0,3,2,11,40,9.626,0
33,9,33,0,0,0,0,54,31998,6,26,36,2,0,3,2,16,28,11.805,0
43,13,43,1,0,0,0,49,61727,3,21,24,3,4,5,20,19,31,27.034,1
35,3,35,1,0,0,0,66,31596,6,-4,0,0,0,0,0,12,21,0.0,0
23,0,23,0,0,0,0,55,39426,5,15,24,2,3,0,0,13,30,0.0,1
25,0,25,1,0,0,0,52,54628,3,35,48,3,1,3,1,9,37,12.16,0
39,12,39,0,0,0,0,71,54892,2,16,24,0,1,3,1,9,18,7.296,0
50,17,50,1,0,0,0,54,53221,2,29,36,2,0,3,1,14,31,9.626,0
36,6,36,1,0,1,0,54,42233,2,29,36,2,2,4,1,13,31,11.092,0
46,15,46,0,0,0,0,66,54860,2,-6,0,0,0,0,0,4,28,0.0,0
31,2,31,0,0,0,0,64,38865,4,8,12,1,1,1,1,15,19,9.499,0
31,1,31,0,0,0,0,51,49888,6,40,48,3,1,4,1,16,32,7.819,0
43,14,43,0,0,0,0,46,51459,4,-2,0,4,0,0,0,10,42,0.0,0
46,17,46,0,0,0,0,52,42260,4,29,36,3,5,2,4,12,34,12.113,0
27,0,27,0,0,0,0,69,52740,2,7,12,0,0,2,1,9,20,8.766,0
44,19,44,1,0,0,0,48,40646,1,20,24,3,0,0,0,14,36,0.0,0
31,1,31,1,0,0,0,55,48573,7,-3,0,2,3,1,0,11,32,0.0,1
27,0,27,0,0,0,0,65,51677,2,-2,0,0,0,0,0,12,22,0.0,0
36,8,36,1,0,0,0,59,42738,6,34,36,2,0,0,0,6,34,0.0,0
32,3,32,0,0,0,0,39,35403,5,11,24,5,4,0,0,15,45,0.0,1
34,5,34,0,0,0,0,59,46804,2,35,36,2,0,0,0,13,26,0.0,0
29,0,29,0,0,0,0,48,21817,7,26,36,3,3,0,0,16,34,0.0,1
37,11,37,1,0,1,0,52,38898,5,12,24,3,1,3,1,10,36,9.724,0
55,21,55,1,0,0,0,60,47960,5,-6,0,1,1,1,0,8,30,0.0,0
72,40,72,0,0,0,0,52,58609,4,15,24,3,2,2,28,5,41,34.781,1
56,27,56,1,0,0,0,57,25147,5,29,36,2,0,3,1,13,28,11.566,0
45,17,45,1,0,0,0,43,17980,5,21,24,4,0,1,1,15,40,10.149,0
23,0,23,0,0,0,0,71,53152,5,22,24,0,0,1,10,6,21,16.76,0
50,19,50,0,0,0,0,60,38095,3,21,24,1,0,1,1,7,32,13.549,0
40,11,40,1,0,0,0,44,39857,5,20,24,4,0,0,0,10,44,0.0,0
36,5,36,0,0,0,0,51,38859,5,12,24,3,1,0,0,8,39,0.0,0
35,4,35,1,0,0,0,52,42195,4,23,24,3,0,0,0,5,42,0.0,0
22,0,22,0,0,0,0,70,30037,3,11,24,0,1,4,2,9,20,12.836,0
34,1,34,0,0,0,0,54,49208,7,29,36,2,3,5,3,17,27,9.368,1
47,16,47,0,0,0,0,62,35449,3,9,12,1,0,0,0,8,29,0.0,0
46,14,46,1,0,0,0,42,46626,6,-3,0,4,1,2,0,10,46,0.0,0
47,18,47,1,0,0,0,57,26963,3,35,48,2,1,3,2,9,32,11.271,0
35,10,35,0,0,0,0,64,61732,4,15,24,0,3,1,1,8,26,8.559,1
48,18,48,0,0,0,0,65,45653,3,24,36,0,0,0,0,11,23,0.0,0
55,26,55,0,0,0,0,45,42507,4,7,12,4,0,2,1,14,40,8.082,0
58,29,58,0,0,0,0,55,33889,3,40,48,2,1,2,2,4,39,9.667,0
77,45,77,0,0,0,0,66,51285,2,40,48,0,2,1,1,11,22,7.422,0
48,21,48,1,0,0,0,55,51907,4,32,36,2,1,0,0,9,34,0.0,0
36,3,36,1,0,0,0,60,49183,4,10,12,1,0,3,2,3,36,9.757,0
43,13,43,1,0,0,0,43,40565,6,38,48,4,1,0,0,11,44,0.0,0
48,20,48,1,0,0,0,63,47048,5,40,48,1,1,2,1,5,30,10.337,0
19,0,19,1,0,0,0,25,26080,7,39,48,7,1,3,1,22,51,7.569,1
46,15,46,1,0,0,0,40,54918,2,9,12,5,0,0,0,9,50,0.0,0
35,13,35,1,0,0,0,34,26119,4,7,12,6,5,5,2,16,48,9.628,0
36,6,36,1,0,0,0,45,70662,7,23,36,4,0,4,24,13,40,31.19,0
29,0,29,1,0,0,0,35,26529,2,21,24,6,3,2,2,18,46,9.821,0
36,7,36,0,0,0,0,73,46553,7,10,12,0,0,4,3,9,17,11.511,0
25,0,25,1,0,0,0,62,51678,7,22,24,1,2,5,2,8,29,8.866,0
50,18,50,0,0,0,0,59,39948,5,38,48,2,1,0,0,15,25,0.0,0
16,0,16,1,0,0,0,55,48976,2,9,12,2,0,5,3,10,33,11.066,0
47,16,47,0,0,0,0,42,50871,6,41,48,4,4,3,2,14,43,8.989,1
34,5,34,0,0,0,0,37,30200,4,12,24,5,0,0,0,13,49,0.0,0
47,19,47,1,0,0,0,63,29924,6,35,36,1,1,2,1,6,30,7.649,0
48,19,48,1,0,0,0,54,43842,4,9,12,2,0,0,0,9,35,0.0,0
35,8,35,1,0,0,0,61,32210,3,-3,0,1,0,1,0,9,28,0.0,0
27,0,27,1,0,1,0,60,27000,7,29,36,1,2,3,1,10,28,11.412,0
27,0,27,1,0,0,0,53,47995,6,10,12,2,1,2,1,15,30,8.706,0
30,2,30,0,0,0,0,68,33598,6,10,12,0,2,0,0,9,22,0.0,1
30,0,30,1,0,0,0,64,31043,6,21,24,0,0,0,0,10,25,0.0,0
26,0,26,0,0,0,0,56,53184,5,35,48,2,0,1,1,14,28,12.273,0
31,1,31,1,0,1,0,68,24374,2,40,48,0,1,4,1,16,14,7.517,0
43,14,43,0,0,0,0,76,45486,2,14,24,0,1,0,0,6,17,0.0,0
47,14,47,1,0,0,0,72,39019,4,17,24,0,3,0,0,10,17,0.0,1
37,10,37,1,0,0,0,50,42206,5,28,36,3,4,3,1,7,41,8.653,1
42,14,42,0,0,0,0,39,40999,2,40,48,5,0,3,1,8,51,8.25,0
47,15,47,1,0,0,0,54,25207,4,25,36,2,1,0,0,12,32,0.0,0
32,4,32,0,0,0,0,58,44374,6,12,24,2,0,5,12,10,31,18.522,0
32,6,32,0,0,0,0,55,46607,2,-3,0,2,1,2,0,16,28,0.0,0
53,21,53,0,0,0,0,55,31033,1,-2,0,2,3,0,0,8,36,0.0,0
18,0,18,0,0,0,0,48,42183,4,21,24,3,1,4,2,15,35,9.538,0
38,8,38,0,0,0,0,58,28183,4,11,12,2,3,6,4,11,30,11.707,0
44,15,44,1,0,0,0,53,45478,4,23,36,3,2,4,1,11,35,10.759,0
44,15,44,0,0,0,0,58,26983,2,7,12,2,1,4,2,22,18,12.548,0
54,25,54,1,0,1,0,38,41341,2,-4,0,5,0,1,0,11,50,0.0,0
58,26,58,0,0,0,0,46,55460,5,6,12,4,0,0,0,14,38,0.0,0
47,18,47,0,0,0,0,52,54896,3,-1,0,3,0,0,0,17,30,0.0,0
65,38,65,1,0,0,0,63,41334,4,18,24,0,0,0,0,13,22,0.0,0
42,14,42,1,0,0,0,60,46613,3,12,24,1,1,0,0,5,34,0.0,0
41,14,41,1,0,0,0,59,52727,5,14,24,1,0,0,0,11,29,0.0,0
53,21,53,0,0,0,0,69,41348,4,9,12,0,0,0,0,10,20,0.0,0
42,18,42,1,0,0,0,59,35338,5,14,24,2,0,1,8,5,35,14.886,0
43,13,43,1,0,0,0,62,37976,3,8,12,1,4,6,9,10,26,16.473,1
39,9,39,0,0,0,0,51,41843,3,12,24,3,0,2,1,19,28,10.016,0
26,0,26,0,0,0,0,58,51537,2,22,24,2,1,2,2,14,27,12.678,0
40,6,40,1,0,1,0,70,51729,2,40,48,0,3,3,2,10,19,8.261,0
20,0,20,1,0,0,0,53,44447,6,13,24,2,0,0,0,9,37,0.0,0
38,6,38,0,0,0,0,48,53292,3,41,48,3,2,3,1,18,33,13.197,1
34,8,34,0,0,0,0,59,48020,3,-5,0,2,0,0,0,10,29,0.0,0
38,8,38,1,0,0,0,58,56036,6,26,36,2,0,2,27,16,24,33.525,0
60,28,60,1,0,0,0,60,31346,3,30,36,1,0,0,0,11,27,0.0,0
52,23,52,0,0,0,0,57,54644,6,24,36,2,1,2,1,11,30,8.294,1
19,0,19,0,0,0,0,31,43314,5,20,24,6,3,0,0,17,50,0.0,1
49,20,49,0,0,0,0,11,51505,5,-4,0,10,1,0,0,17,70,0.0,0
41,11,41,0,0,0,0,43,33923,6,40,48,4,0,0,0,14,42,0.0,0
55,29,55,0,0,0,0,50,51421,4,37,48,3,1,2,1,8,41,7.602,0
40,10,40,0,0,0,0,49,35273,7,27,36,3,0,0,0,12,37,0.0,0
46,17,46,0,0,0,0,52,29913,7,32,36,3,0,0,4,14,33,13.938,0
29,0,29,0,0,0,0,60,37940,3,29,36,1,2,4,3,11,27,13.076,0
22,0,22,0,0,0,0,61,50082,5,24,36,1,0,3,2,8,30,9.624,0
30,3,30,0,0,0,0,49,35283,6,25,36,3,1,3,2,12,38,9.189,0
42,10,42,1,0,0,0,64,48640,2,14,24,1,0,1,1,9,26,10.487,0
26,0,26,0,0,0,0,57,50873,6,19,24,2,0,3,1,11,31,10.436,0
52,23,52,1,0,0,0,30,51924,6,-3,0,6,2,0,0,9,59,0.0,1
38,5,38,1,0,0,0,54,46474,7,32,36,2,1,3,2,9,36,9.092,0
38,7,38,0,0,0,0,60,47997,6,41,48,1,0,3,1,9,30,8.258,0
32,2,32,0,0,0,0,54,46087,2,9,12,2,0,0,0,10,35,0.0,0
53,23,53,1,0,0,0,43,36979,5,12,24,4,0,3,1,14,42,9.972,0
64,32,64,1,0,0,0,53,26305,6,32,36,2,3,0,0,19,26,0.0,1
56,27,56,1,0,0,0,45,48589,5,30,36,4,2,2,1,9,44,9.182,1
34,5,34,0,0,0,0,63,43798,2,29,36,1,3,4,1,4,31,7.387,0
22,0,22,0,0,0,0,43,31949,5,21,24,4,2,3,3,12,44,11.837,0
47,19,47,1,0,0,0,52,29322,4,24,36,3,3,4,2,9,38,11.557,1
37,7,37,0,0,0,0,44,40362,4,22,24,4,3,0,0,13,41,0.0,1
42,13,42,0,0,0,0,56,40661,4,16,24,2,1,2,1,7,36,10.223,0
37,8,37,0,0,0,0,58,54897,4,23,24,2,1,5,3,11,29,9.275,0
52,26,52,1,0,0,0,69,53248,2,12,24,0,0,5,2,11,18,11.182,0
69,41,69,1,0,0,0,57,48055,6,22,24,2,3,5,2,9,33,11.019,0
44,17,44,0,0,0,0,59,54296,4,38,48,1,3,0,0,11,29,0.0,1
61,30,61,1,0,0,0,65,24084,5,6,12,1,0,0,0,3,31,0.0,0
38,7,38,1,0,0,0,53,39870,4,11,24,2,3,0,0,17,28,0.0,1
37,7,37,0,0,1,0,72,30958,5,22,24,0,3,2,1,10,16,7.352,1
12,0,12,0,0,0,0,42,43166,5,6,12,4,1,4,2,26,31,12.721,0
28,0,28,1,0,0,0,55,27153,2,22,24,2,0,2,1,2,42,12.912,0
27,0,27,1,0,0,0,54,39898,2,23,36,2,0,0,0,12,32,0.0,0
44,14,44,1,0,0,0,62,45895,6,-2,0,1,3,6,0,12,25,0.0,1
52,23,52,0,0,0,0,57,54644,6,24,36,2,1,2,1,11,30,8.294,0
40,8,40,1,0,0,0,49,41771,6,41,48,3,2,3,1,19,30,10.292,0
56,27,56,1,0,0,0,55,47334,4,40,48,2,0,5,2,12,32,9.708,0
30,1,30,1,0,0,0,69,28470,3,11,24,0,0,3,2,12,18,8.514,0
36,6,36,1,0,0,0,39,52643,5,6,12,5,0,5,2,12,47,12.19,0
42,11,42,1,0,0,0,59,41469,5,23,36,1,0,0,0,12,28,0.0,0
24,0,24,1,0,0,0,59,41284,3,38,48,1,4,0,0,5,34,0.0,1
29,0,29,0,0,0,0,55,38231,7,22,24,2,0,1,1,14,30,7.549,0
32,6,32,0,0,0,0,65,54263,6,32,36,1,1,0,0,9,24,0.0,1
19,0,19,1,0,0,0,47,38461,4,40,48,3,1,1,1,10,41,9.662,0
52,23,52,0,0,0,0,50,47077,6,12,24,3,2,0,0,12,37,0.0,0
44,13,44,0,0,0,0,60,43349,3,29,36,1,1,2,1,10,29,8.496,0
26,0,26,0,0,0,0,47,42174,4,-6,0,4,2,0,0,6,46,0.0,0
44,14,44,0,0,0,0,68,27037,6,18,24,0,1,0,0,8,23,0.0,0
35,4,35,0,0,0,0,49,42489,4,28,36,3,1,0,0,13,36,0.0,0
44,16,44,1,0,0,0,56,51688,2,29,36,2,2,5,3,10,33,10.095,0
46,17,46,0,0,0,0,64,40925,3,18,24,1,2,3,3,10,25,10.541,0
35,6,35,1,0,0,0,56,47991,7,11,24,2,1,3,1,8,35,12.93,0
31,3,31,0,0,0,0,64,24129,3,20,24,1,1,0,0,6,28,0.0,0
50,21,50,1,0,0,0,58,51385,4,26,36,2,1,0,0,6,34,0.0,0
35,1,35,1,0,0,0,39,38165,2,29,36,5,0,4,2,10,50,9.693,0
43,14,43,1,0,0,0,40,37324,5,41,48,5,3,3,2,14,44,8.497,1
28,6,28,1,1,0,0,77,45068,5,12,24,1,0,2,2,13,9,10.575,0
39,10,39,1,0,0,0,51,64648,3,19,24,3,1,6,11,14,34,17.97,0
15,0,15,0,0,0,0,49,51686,2,12,24,3,0,3,2,12,37,9.063,0
39,8,39,1,0,0,0,46,51097,6,16,24,4,1,2,1,9,43,10.146,1
39,14,39,0,0,0,0,47,35403,2,12,24,3,2,5,2,10,41,12.927,0
45,12,45,1,0,0,0,51,31016,5,20,24,3,0,2,1,7,40,12.55,0
53,22,53,0,0,0,0,43,60763,5,11,24,4,1,4,2,11,44,12.439,0
54,26,54,1,0,0,0,55,31486,3,35,36,2,1,0,0,15,28,0.0,0
51,23,51,0,0,0,0,61,54891,2,31,36,1,0,2,1,15,23,9.499,0
47,20,47,0,0,0,0,50,53439,5,26,36,3,0,0,0,10,38,0.0,0
26,0,26,0,0,1,0,65,53979,7,13,24,0,3,0,0,8,26,0.0,0
31,3,31,0,0,0,0,44,52567,3,21,24,4,1,3,3,16,38,9.39,0
39,12,39,0,0,0,0,63,53152,7,27,36,1,1,0,0,11,25,0.0,1
31,4,31,0,0,1,0,71,46020,4,-2,0,0,2,0,0,9,18,0.0,1
40,9,40,0,0,0,0,69,34765,5,-6,0,0,4,0,0,9,21,0.0,1
40,7,40,1,0,0,0,41,38938,6,29,36,4,4,4,3,10,48,12.511,1
29,3,29,1,0,0,0,47,38436,4,41,48,3,0,2,15,13,38,21.487,0
48,15,48,0,0,0,0,63,49765,4,8,12,1,1,4,3,6,29,9.786,0
51,19,51,1,0,0,0,45,74052,6,24,36,4,0,4,1,14,40,8.992,0
38,5,38,1,0,0,0,57,42014,4,16,24,2,1,0,0,13,29,0.0,0
58,25,58,1,0,0,0,53,46560,2,7,12,3,2,3,1,8,38,11.041,0
27,0,27,0,0,1,0,57,19914,2,14,24,2,1,4,2,13,29,9.057,0
35,5,35,0,0,0,0,65,33682,7,37,48,0,0,2,5,15,19,12.288,0
51,24,51,1,0,0,0,51,46628,3,33,36,3,2,0,0,11,36,0.0,0
30,5,30,1,0,0,0,62,26983,4,29,36,1,0,4,2,8,29,11.091,0
37,11,37,1,0,0,0,49,54038,5,34,36,3,3,0,0,7,42,0.0,0
25,0,25,1,0,0,0,58,45520,6,13,24,1,0,0,0,17,23,0.0,0
40,10,40,0,0,0,0,58,51260,3,28,36,2,1,0,14,12,28,21.736,0
50,20,50,0,0,0,0,78,46647,5,32,36,1,0,0,0,9,11,0.0,0
17,0,17,0,0,0,0,60,48030,2,31,36,1,1,0,0,6,32,0.0,0
34,5,34,1,0,0,0,54,17751,2,6,12,2,0,3,1,6,39,7.589,0
73,37,73,0,0,1,0,54,48302,1,29,36,2,1,0,0,13,31,0.0,0
33,4,33,1,0,0,0,61,26798,5,-4,0,1,0,2,0,6,31,0.0,0
44,15,44,0,0,0,0,57,38187,7,16,24,2,2,4,2,13,29,10.861,1
27,0,27,1,0,0,0,75,48017,5,23,24,0,2,0,0,9,15,0.0,0
45,14,45,1,0,0,0,62,31301,7,22,24,1,0,4,2,8,28,9.945,0
32,1,32,0,0,0,0,44,35391,6,38,48,4,1,0,0,10,44,0.0,0
39,7,39,0,0,0,0,49,42452,6,33,36,3,3,0,0,8,41,0.0,0
29,2,29,0,0,0,0,69,21033,3,33,36,0,2,0,0,4,26,0.0,0
37,6,37,1,0,0,0,65,41132,7,24,36,0,2,4,1,8,26,12.066,1
42,17,42,0,0,0,0,58,33258,4,33,36,2,2,3,2,14,27,10.217,1
19,0,19,1,0,0,0,40,43651,2,12,24,5,0,0,0,9,49,0.0,0
26,0,26,0,0,0,1,71,71500,2,13,24,0,1,3,18,9,18,24.827,0
17,0,17,1,0,0,0,60,46561,3,41,48,1,0,6,28,7,31,35.072,0
39,8,39,1,0,0,0,57,39860,4,14,24,2,2,0,0,13,28,0.0,0
41,9,41,1,0,0,0,54,45741,7,-6,0,2,7,0,0,12,32,0.0,1
44,16,44,0,0,0,0,52,47984,4,13,24,3,0,4,3,11,36,10.755,0
19,0,19,1,0,0,0,54,41059,4,30,36,2,2,4,2,12,32,8.373,0
19,0,19,1,0,0,0,60,26260,2,22,24,1,2,0,0,10,28,0.0,0
32,0,32,0,0,0,0,30,46761,3,15,24,6,0,2,1,23,46,9.582,0
31,2,31,0,0,0,0,81,55510,2,-2,0,2,0,0,0,7,11,0.0,0
75,46,75,0,0,0,0,61,42503,3,12,24,1,2,2,1,8,29,10.887,0
39,9,39,1,0,0,0,63,48976,6,36,48,1,0,0,0,9,27,0.0,0
18,0,18,1,0,0,0,49,51504,2,29,36,3,0,5,2,7,42,8.641,0
43,17,43,1,0,0,0,58,49245,5,29,36,2,1,4,1,3,37,7.636,0
50,19,50,1,0,0,0,63,35312,6,29,36,1,0,5,2,12,23,8.559,0
50,25,50,0,0,0,0,59,37117,2,12,24,1,0,4,1,9,30,9.182,0
30,0,30,0,0,0,0,60,54428,7,0,12,1,4,0,0,9,30,0.0,0
27,0,27,0,0,1,0,55,40704,4,8,12,2,7,3,1,13,30,7.935,0
53,18,53,1,0,0,0,65,35940,7,41,48,0,0,5,4,13,21,11.063,0
50,20,50,0,0,0,0,56,32233,1,29,36,2,0,3,1,10,33,7.416,0
36,7,36,0,0,0,0,49,54377,6,38,48,3,0,3,2,14,35,9.059,0
39,5,39,0,0,0,0,56,43330,5,27,36,2,0,3,3,14,29,10.361,0
44,12,44,1,0,0,0,32,29814,4,11,24,6,0,3,3,15,51,10.271,0
33,2,33,1,0,0,0,47,50173,2,36,48,4,1,4,2,8,44,8.331,0
22,0,22,1,0,0,0,65,44375,4,36,48,0,0,2,2,16,18,8.446,0
44,16,44,1,0,0,0,66,30058,6,22,24,0,0,3,2,12,21,10.975,0
38,12,38,0,0,0,0,40,46536,3,32,36,5,0,4,1,15,43,11.982,0
37,7,37,0,0,0,0,50,31966,7,12,24,3,0,0,0,13,35,0.0,0
48,19,48,1,0,0,0,52,48050,1,24,36,2,2,0,0,14,32,0.0,0
19,0,19,1,0,0,0,58,38504,2,41,48,2,4,1,16,8,32,22.972,1
39,10,39,0,0,0,0,61,40966,7,-5,0,1,0,0,0,9,28,0.0,0
